Split,ResNet ROC-AUC,ResNet PR-AUC,EffNet ROC-AUC,EffNet PR-AUC,Ensemble Method,ResNet Weight,Ensemble ROC-AUC,Ensemble PR-AUC
2019 test (frozen),0.710912956497058,0.3786804038846457,0.7103623560487049,0.36805617974092464,Logit,0.73,0.7226742378635372,0.3898248631809873
