Split,ResNet ROC-AUC,ResNet PR-AUC,EffNet ROC-AUC,EffNet PR-AUC,Ensemble Method,ResNet Weight,Ensemble ROC-AUC,Ensemble PR-AUC
2019 test (frozen),0.7109208619396772,0.3787468078526545,0.7096933375219457,0.36769459853283537,Logit,0.73,0.7222001839078555,0.3894607019736733
