,Best validation experiment,Validation ROC-AUC,Validation PR-AUC,2019 Test ROC-AUC,2019 Test PR-AUC,ROC-AUC drop,PR-AUC drop
0,Baseline (saved validation predictions),0.9197298152590825,0.22775915358973323,0.7226742378635372,0.3898248631809873,0.19705557739554524,-0.16206570959125408
